ID	Elements	Generation	Position	Velocity	Activity
1	['Pt', 'Pd', 'Au']	0	[0.8 0.2 0. ]	[-0.04   0.011  0.028]	-0.9381058593749985
2	['Pt', 'Pd', 'Au']	0	[0.2 0.8 0. ]	[ 0.011 -0.04   0.028]	-0.8574707421874964
3	['Pt', 'Pd', 'Au']	0	[0.8 0.  0.2]	[-0.04   0.028  0.011]	-0.873445019531252
4	['Pt', 'Pd', 'Au']	0	[0.2 0.  0.8]	[ 0.011  0.028 -0.04 ]	-0.7577634472656272
5	['Pt', 'Pd', 'Au']	0	[0.  0.8 0.2]	[ 0.028 -0.04   0.011]	-0.2709768457031254
6	['Pt', 'Pd', 'Au']	0	[0.  0.2 0.8]	[ 0.028  0.011 -0.04 ]	-0.27125388671875045
1	['Pt', 'Pd', 'Au']	1	[0.734 0.21  0.056]	[ 0.033 -0.005 -0.028]	-0.9417887597656236
2	['Pt', 'Pd', 'Au']	1	[0.166 0.794 0.04 ]	[ 0.017  0.003 -0.02 ]	-0.8139627832031224
3	['Pt', 'Pd', 'Au']	1	[0.716 0.048 0.238]	[ 0.042 -0.024 -0.019]	-0.8989421875000022
4	['Pt', 'Pd', 'Au']	1	[0.102 0.012 0.886]	[ 0.049 -0.006 -0.043]	-0.6793206542968762
5	['Pt', 'Pd', 'Au']	1	[0.114 0.736 0.15 ]	[ 0.114 -0.064 -0.05 ]	-0.6866423632812486
6	['Pt', 'Pd', 'Au']	1	[0.136 0.178 0.686]	[ 0.136 -0.022 -0.114]	-0.7534058789062505
1	['Pt', 'Pd', 'Au']	2	[0.704 0.21  0.086]	[-0.03  0.    0.03]	-0.9461134082031235
2	['Pt', 'Pd', 'Au']	2	[0.193 0.747 0.06 ]	[ 0.027 -0.047  0.02 ]	-0.8731835449218709
3	['Pt', 'Pd', 'Au']	2	[0.665 0.082 0.254]	[-0.051  0.034  0.016]	-0.9101126757812515
4	['Pt', 'Pd', 'Au']	2	[0.142 0.068 0.79 ]	[ 0.04   0.056 -0.096]	-0.7567841308593766
5	['Pt', 'Pd', 'Au']	2	[0.09  0.712 0.198]	[-0.024 -0.024  0.048]	-0.672023876953124
6	['Pt', 'Pd', 'Au']	2	[0.075 0.2   0.725]	[-0.061  0.022  0.039]	-0.4414409667968743
1	['Pt', 'Pd', 'Au']	3	[0.738 0.216 0.046]	[ 0.034  0.006 -0.04 ]	-0.9409327050781235
2	['Pt', 'Pd', 'Au']	3	[0.193 0.773 0.034]	[-0.     0.026 -0.026]	-0.866021562499996
3	['Pt', 'Pd', 'Au']	3	[0.716 0.051 0.234]	[ 0.051 -0.031 -0.02 ]	-0.8944584667968769
4	['Pt', 'Pd', 'Au']	3	[0.171 0.027 0.802]	[ 0.029 -0.041  0.012]	-0.7599681835937521
5	['Pt', 'Pd', 'Au']	3	[0.194 0.67  0.136]	[ 0.104 -0.042 -0.062]	-0.8693093261718717
6	['Pt', 'Pd', 'Au']	3	[0.179 0.18  0.641]	[ 0.104 -0.02  -0.084]	-0.8369926269531256
1	['Pt', 'Pd', 'Au']	4	[0.7   0.203 0.097]	[-0.038 -0.013  0.051]	-0.9463956445312485
2	['Pt', 'Pd', 'Au']	4	[0.213 0.718 0.069]	[ 0.02  -0.055  0.035]	-0.8578512792968717
3	['Pt', 'Pd', 'Au']	4	[0.662 0.095 0.244]	[-0.054  0.044  0.01 ]	-0.9128914746093769
4	['Pt', 'Pd', 'Au']	4	[0.183 0.117 0.7  ]	[ 0.012  0.09  -0.102]	-0.7835535156250021
5	['Pt', 'Pd', 'Au']	4	[0.107 0.693 0.2  ]	[-0.087  0.023  0.064]	-0.6985622949218738
6	['Pt', 'Pd', 'Au']	4	[0.083 0.219 0.698]	[-0.096  0.039  0.057]	-0.6678062890625002
1	['Pt', 'Pd', 'Au']	5	[0.733 0.2   0.066]	[ 0.033 -0.003 -0.031]	-0.9412526855468734
2	['Pt', 'Pd', 'Au']	5	[0.223 0.747 0.03 ]	[ 0.01   0.029 -0.039]	-0.8519991406249967
3	['Pt', 'Pd', 'Au']	5	[0.714 0.062 0.226]	[ 0.052 -0.033 -0.018]	-0.8906180761718767
4	['Pt', 'Pd', 'Au']	5	[0.229 0.015 0.756]	[ 0.046 -0.102  0.056]	-0.762884335937502
5	['Pt', 'Pd', 'Au']	5	[0.22  0.608 0.171]	[ 0.113 -0.085 -0.029]	-0.8615805761718724
6	['Pt', 'Pd', 'Au']	5	[0.181 0.171 0.648]	[ 0.098 -0.048 -0.05 ]	-0.8359565722656255
1	['Pt', 'Pd', 'Au']	6	[0.706 0.204 0.089]	[-0.027  0.004  0.023]	-0.9448336816406233
2	['Pt', 'Pd', 'Au']	6	[0.25  0.695 0.054]	[ 0.027 -0.052  0.024]	-0.860215312499997
3	['Pt', 'Pd', 'Au']	6	[0.651 0.11  0.241]	[-0.063  0.048  0.015]	-0.9233282421875018
4	['Pt', 'Pd', 'Au']	6	[0.271 0.079 0.649]	[ 0.042  0.064 -0.107]	-0.7834641113281267
5	['Pt', 'Pd', 'Au']	6	[0.136 0.674 0.189]	[-0.084  0.066  0.018]	-0.7294273339843735
6	['Pt', 'Pd', 'Au']	6	[0.127 0.233 0.64 ]	[-0.054  0.062 -0.008]	-0.7597695117187508
1	['Pt', 'Pd', 'Au']	7	[0.728 0.196 0.075]	[ 0.022 -0.008 -0.014]	-0.9414951953124981
2	['Pt', 'Pd', 'Au']	7	[0.251 0.714 0.033]	[ 0.001  0.019 -0.021]	-0.8559408398437471
3	['Pt', 'Pd', 'Au']	7	[0.721 0.042 0.239]	[ 0.07  -0.068 -0.002]	-0.8995590722656271
4	['Pt', 'Pd', 'Au']	7	[0.278 0.034 0.686]	[ 0.007 -0.045  0.037]	-0.7802041210937519
5	['Pt', 'Pd', 'Au']	7	[0.201 0.632 0.166]	[ 0.065 -0.042 -0.023]	-0.8697422558593723
6	['Pt', 'Pd', 'Au']	7	[0.263 0.153 0.583]	[ 0.136 -0.08  -0.057]	-0.8449884570312507
1	['Pt', 'Pd', 'Au']	8	[0.703 0.202 0.093]	[-0.025  0.006  0.018]	-0.9456375781249986
2	['Pt', 'Pd', 'Au']	8	[0.265 0.684 0.048]	[ 0.014 -0.03   0.015]	-0.861443857421872
3	['Pt', 'Pd', 'Au']	8	[0.651 0.113 0.238]	[-0.07   0.071 -0.001]	-0.9233074121093768
4	['Pt', 'Pd', 'Au']	8	[0.289 0.079 0.63 ]	[ 0.011  0.045 -0.056]	-0.7865679492187517
5	['Pt', 'Pd', 'Au']	8	[0.176 0.641 0.181]	[-0.025  0.009  0.015]	-0.8783159179687475
6	['Pt', 'Pd', 'Au']	8	[0.163 0.213 0.623]	[-0.1   0.06  0.04]	-0.8344247656250011
