ID	Elements	Generation	Position	Region	Velocity	Visited	Activity
1	['Pt', 'Pd', 'Au']	0	[0.5 0.5 0. ]	73	[-0.082 -0.082  0.163]	False	-0.9583685839843717
2	['Pt', 'Pd', 'Au']	0	[0.5 0.  0.5]	70	[-0.082  0.163 -0.082]	False	-0.9242301953125021
3	['Pt', 'Pd', 'Au']	0	[0.  0.5 0.5]	15	[ 0.163 -0.082 -0.082]	False	-0.28281171874999983
4	['Pt', 'Pd', 'Au']	0	[0.166 0.251 0.583]	32	[ 0.107  0.053 -0.16 ]	False	-0.8883894042968762
5	['Pt', 'Pd', 'Au']	0	[0.427 0.102 0.472]	66	[-0.066  0.162 -0.097]	False	-0.943095302734377
6	['Pt', 'Pd', 'Au']	0	[0.469 0.479 0.052]	73	[-0.079 -0.085  0.163]	True	-0.9620989160156217
1	['Pt', 'Pd', 'Au']	1	[0.37  0.37  0.262]	61	[ 0.065  0.065 -0.131]	False	-1.0309116015624982
2	['Pt', 'Pd', 'Au']	1	[0.428 0.214 0.358]	69	[ 0.036 -0.107  0.071]	False	-1.0001825390624992
3	['Pt', 'Pd', 'Au']	1	[0.07  0.564 0.366]	16	[ 0.07   0.064 -0.134]	False	-0.3753659863281248
4	['Pt', 'Pd', 'Au']	1	[0.068 0.209 0.723]	6	[-0.098 -0.042  0.14 ]	False	-0.36463619140625003
5	['Pt', 'Pd', 'Au']	1	[0.279 0.428 0.292]	47	[ 0.074 -0.163  0.09 ]	False	-0.9799255664062486
6	['Pt', 'Pd', 'Au']	1	[0.335 0.417 0.248]	52	[ 0.067  0.031 -0.098]	False	-1.0033598925781235
1	['Pt', 'Pd', 'Au']	2	[0.32  0.301 0.381]	53	[-0.05  -0.069  0.119]	False	-1.001589208984373
2	['Pt', 'Pd', 'Au']	2	[0.401 0.354 0.245]	64	[-0.027  0.14  -0.113]	False	-1.0341145605468736
3	['Pt', 'Pd', 'Au']	2	[0.132 0.436 0.432]	20	[ 0.062 -0.128  0.066]	False	-0.7758663281249996
4	['Pt', 'Pd', 'Au']	2	[0.165 0.274 0.561]	32	[ 0.097  0.065 -0.162]	True	-0.8860608203125011
5	['Pt', 'Pd', 'Au']	2	[0.256 0.567 0.177]	49	[-0.023  0.139 -0.115]	False	-0.8962606640624986
6	['Pt', 'Pd', 'Au']	2	[0.277 0.403 0.319]	40	[-0.058 -0.014  0.071]	False	-0.9813994824218735
