ID	Elements	Generation	Position	Region	Velocity	Visited	Activity
1	['Pt', 'Pd', 'Au']	0	[0.5 0.5 0. ]	73	[-0.082 -0.082  0.163]	False	-0.9418794433593721
2	['Pt', 'Pd', 'Au']	0	[0.5 0.  0.5]	70	[-0.082  0.163 -0.082]	False	-0.9229476562500016
3	['Pt', 'Pd', 'Au']	0	[0.  0.5 0.5]	15	[ 0.163 -0.082 -0.082]	False	-0.26843862304687494
4	['Pt', 'Pd', 'Au']	0	[0.751 0.155 0.094]	94	[-0.163  0.069  0.093]	False	-0.9566770507812499
5	['Pt', 'Pd', 'Au']	0	[0.352 0.415 0.233]	52	[-0.029 -0.125  0.153]	False	-1.013364316406249
6	['Pt', 'Pd', 'Au']	0	[0.495 0.169 0.335]	74	[-0.141  0.142 -0.002]	False	-0.9884122070312504
1	['Pt', 'Pd', 'Au']	1	[0.422 0.386 0.192]	72	[ 0.039  0.057 -0.096]	False	-0.9652382714843742
2	['Pt', 'Pd', 'Au']	1	[0.374 0.26  0.366]	60	[ 0.063 -0.13   0.067]	False	-1.0093531640625006
3	['Pt', 'Pd', 'Au']	1	[0.012 0.42  0.568]	9	[-0.006  0.04  -0.034]	False	-0.27842158203124956
4	['Pt', 'Pd', 'Au']	1	[0.871 0.102 0.028]	97	[ 0.12  -0.053 -0.066]	False	-0.8979311328125013
5	['Pt', 'Pd', 'Au']	1	[0.364 0.505 0.131]	57	[ 0.012  0.09  -0.102]	False	-0.9447003124999981
6	['Pt', 'Pd', 'Au']	1	[0.605 0.059 0.335]	85	[ 0.11 -0.11 -0.  ]	False	-0.9263588378906276
1	['Pt', 'Pd', 'Au']	2	[0.416 0.307 0.276]	64	[-0.006 -0.079  0.084]	False	-1.0368766308593755
2	['Pt', 'Pd', 'Au']	2	[0.324 0.364 0.312]	53	[-0.05   0.104 -0.054]	False	-0.9897810253906242
3	['Pt', 'Pd', 'Au']	2	[0.172 0.312 0.515]	26	[ 0.16  -0.108 -0.053]	False	-0.948618623046874
4	['Pt', 'Pd', 'Au']	2	[0.754 0.155 0.092]	94	[-0.117  0.053  0.064]	True	-0.9568238671874999
5	['Pt', 'Pd', 'Au']	2	[0.336 0.447 0.217]	52	[-0.028 -0.058  0.086]	True	-0.9602692578124985
6	['Pt', 'Pd', 'Au']	2	[0.483 0.214 0.302]	69	[-0.122  0.155 -0.033]	False	-1.0014790722656266
1	['Pt', 'Pd', 'Au']	3	[0.414 0.35  0.235]	64	[-0.002  0.043 -0.041]	True	-1.0185011523437493
2	['Pt', 'Pd', 'Au']	3	[0.347 0.317 0.335]	53	[ 0.023 -0.047  0.023]	True	-1.0283761718750009
3	['Pt', 'Pd', 'Au']	3	[0.042 0.434 0.523]	9	[-0.13   0.122  0.008]	True	-0.2946459960937501
4	['Pt', 'Pd', 'Au']	3	[0.86  0.12  0.021]	97	[ 0.106 -0.035 -0.071]	True	-0.9352353222656267
5	['Pt', 'Pd', 'Au']	3	[0.348 0.471 0.181]	62	[ 0.012  0.024 -0.036]	False	-0.9588909179687493
6	['Pt', 'Pd', 'Au']	3	[0.603 0.059 0.337]	85	[ 0.12  -0.155  0.035]	True	-0.9263588378906276
1	['Pt', 'Pd', 'Au']	4	[0.449 0.295 0.256]	71	[ 0.035 -0.055  0.021]	False	-1.036437705078126
2	['Pt', 'Pd', 'Au']	4	[0.322 0.367 0.31 ]	53	[-0.025  0.05  -0.025]	True	-0.9894899316406242
3	['Pt', 'Pd', 'Au']	4	[0.2   0.319 0.481]	34	[ 0.158 -0.115 -0.042]	False	-0.959932382812499
4	['Pt', 'Pd', 'Au']	4	[0.77  0.196 0.034]	94	[-0.09   0.076  0.013]	True	-0.9523175292968742
5	['Pt', 'Pd', 'Au']	4	[0.361 0.422 0.217]	52	[ 0.013 -0.049  0.036]	True	-0.992520302734374
6	['Pt', 'Pd', 'Au']	4	[0.498 0.149 0.352]	74	[-0.105  0.09   0.015]	True	-0.9791084960937494
1	['Pt', 'Pd', 'Au']	5	[0.424 0.338 0.238]	64	[-0.025  0.043 -0.018]	True	-1.0232517187499994
2	['Pt', 'Pd', 'Au']	5	[0.317 0.324 0.358]	53	[-0.005 -0.043  0.048]	True	-0.9841932421874989
3	['Pt', 'Pd', 'Au']	5	[0.086 0.439 0.475]	15	[-0.114  0.12  -0.006]	True	-0.708171826171874
